id,lon,lat,NAME_0,NAME_1,NAME_2,vertex_index,angle
20,19.5335407254242,45.4315795895265,Serbia,Južno-Bački,Novi Sad,1,45
20,20.0865802763587,45.4315795895265,Serbia,Južno-Bački,Novi Sad,2,135
20,20.0865802763587,45.1451034547607,Serbia,Južno-Bački,Novi Sad,3,225
20,19.5335407254242,45.1451034547607,Serbia,Južno-Bački,Novi Sad,4,315
